"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Tsu Src"	"Earthquake Magnitude"	"Vol"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Day"	"Initial Wave Arrival Hour"	"Initial Wave Arrival Minute"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hour"	"Max Wave Arrival Minute"	"Maximum Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.454662	142.003785	132.428									6.05	50	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.1822	140.958317	124.415									4.6	503	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	36.99469	140.972765	190.104									5.91	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	41.772416	140.722402	410.753									1.42	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.381472	141.938361	126.139									18.18	35	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.922682	141.586424	97.497									4.6	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.469917	141.649556	249.141									10.73	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.435	141.263083	98.115									1.51	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.200278	140.942833	125.561									4.99	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.429689	141.309086	94.056									5.04	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.425667	141.342389	91.114									3.37	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.176528	140.949917	125.217									3.39	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.288972	141.009694	119.179									3.48	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"TOKUSHIMA"	"TOKUSHIMA PREF., SHIKOKU REGION"	33.857193	134.627084	853.52									3.51	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.444417	142.006306	131.272									7.6	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.828489	140.972825	133.345									7.73	8	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.456639	141.519833	76.542									11.57	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.167861	141.848417	212.564									11.72	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.927944	140.897889	135.61									11.78	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.121917	140.8975	130.592									1.24	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.528431	141.552067	257.604									1.35	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.409667	141.243472	99.433									5.08	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.020861	141.754583	96.669									12.22	100	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.054528	141.721472	101.371									9.28	110	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.397361	141.170306	105.636									3.62	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.981889	140.89375	134.228									3.71	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.514528	140.783389	487.326									1.5	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.435333	141.238194	100.27									1.71	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.132771	142.873509	428.051									2.21	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.195417	141.791381	216.639									7.07	189.5	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	36.937972	140.891083	199.609									4.42	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.527225	141.546025	257.619									1.65	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.531389	142.033083	140.151									29.23	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.4536	141.674917	246.848									5.66	28	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.144083	140.933472	127.107									3.42	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.711472	141.544083	85.627									14.37	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.060717	140.902142	131.429									1.7	2390	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.381111	141.936444	126.151									19.32	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.726167	141.011528	135.234									20.79	52	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.283833	141.805361	225.931									13.24	40	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.943668	141.941883	186.554									20.97	90	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.377917	141.158111	106.507									6.45	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.525138	141.32188	477.877									3.08	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.471542	141.953611	135.349									7.75	65	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.467617	141.654117	248.796									7.77	45	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	38.986472	141.740556	94.234									13.49	20	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.209583	141.895222	109.456									13.44	55	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.262	141.895944	114.835									8.1	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.5385	141.525833	259.304									4.45	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.1575	140.930194	127.19									4.56	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.708333	141.973889	160.43									25.33	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	36.944078	140.911706	197.903									1.92	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA II POWER PLANT DAIINI"	37.316236	141.024897	161.002									14.5		4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.290083	141.060028	114.774									3.66	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.0085	141.630944	101.977									15.4	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.425278	141.322444	92.829									2.75	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.436111	142.008889	130.323									25.24	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.267442	141.891194	115.547									6.68	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.585472	141.951667	147.608									6.76	118.2	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.8525	141.969111	176.17									19.53	538	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.545611	141.426306	87.074									12.3	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.077376	141.821039	99.007									14.44	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.673778	141.445056	91.05									14.32	30	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.104639	141.825444	206.16									18.75	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.849972	141.967417	175.925									19.53	623	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.254333	140.973056	122.502									2.8	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"FUKUSHIMA"	"FUKUSHIMA PREFECTURE, TOHOKU REGION"	37.147603	141.000836	175.746									2.86	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.405472	141.229583	100.583									2.89	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.356992	141.911504	124.28									12.9	40	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.361278	141.910972	124.745									12.05	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.067683	140.92185	129.577									2.6	219	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.166778	140.956306	124.79									8	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.142964	141.832833	104.965									18.95	373.48	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.29094	140.984476	121.382									3.3	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.466472	142.174718	463.289									3.52	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.272417	141.020028	118.317									5.92	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.924694	140.898472	135.673									6.9	2018	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.003267	141.660893	99.893									16.75	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.958583	141.631222	97.747									16.81	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.393472	141.469917	79.583									17.51	78.78	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.443528	141.445694	82.566									17.72	150	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.645637	141.972972	153.66									7.55	80	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.483392	141.995169	135.702									8.11	105	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.445556	141.444778	82.688									13.61	290	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.635667	142.021111	151.691									19.34	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.757467	141.522283	90.015									20.33	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.027575	140.870336	134.957									1.3	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"HOKKAIDO"	"HOKKAIDO PREFECTURE"	42.581897	140.710436	496.223									4.17	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.147302	140.884729	131.29									1.29	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.44306	141.278425	96.932									1.37	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.217944	141.808222	218.743									12.69	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.627113	141.965017	151.816									12.73	410	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.182975	141.802947	215.066									13.23	75	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.802878	141.403269	290.404									6.4	168	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"AOMORI"	"AOMORI PREFECTURE, TOHOKU REGION"	40.592225	141.468019	266.437									2.9	71	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.339533	141.896404	122.883									10.92	50	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	38.951833	141.722833	92.086									11.88	90	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.073333	140.914944	130.045									3.19	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.189858	140.925618	127.174									1.54	0	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.378611	141.741111	237.417									8.8	42	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.338611	141.770556	232.52									13.2	35	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"TSHIBA"	"TSHIBA PREFECTURE, KANTO REGION"	35.692453	140.729264	323.916									2.79	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	40.097917	141.823972	205.464									38.07	245.1	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.603	141.9506	149.516									10.38	38	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.586917	141.94905	147.819									10.55	25	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.622828	141.959013	151.476									3.36	320	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.142889	141.842139	104.599									14.14	35	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.237222	141.921944	111.463									12.33	120	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	38.999458	141.737286	95.57									12.63	127.04	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.532258	142.046865	140									34.24	350	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.028778	141.740667	98.072									8.36	265.27	5														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"IWATE PREFECTURE, TOHOKU REGION"	39.009833	141.64425	101.364									14.61	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	37.923222	140.895083	136.008									5.66	0	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.076111	140.912806	130.168									7.99	1071	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"MIYAGI"	"MIYAGI PREFECTURE, TOHOKU REGION"	38.286528	141.06275	114.542									8.5	70	4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IBARAKI"	"HIRAISO BEACH"												3.5		4														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"FRENCH POLYNESIA"		"RIKITEA, MANGAREVA ISLAND"	-23.1178	-134.9689	10964.34	11	19	56	14	9	11	21	7	0.24		2	14													
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"KIRIBATI"		"BETIO, TARAWA"	1.367	172.933	5142.05	11	12	5	6	18	11	12	25	0.27		2	24													
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"USA"	"HI"	"HONOLULU, OAHU, HI"	21.3067	-157.867	5968.705	11	13	14	7	27	11	13	29	0.71		2	32													
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"OKINAWA"	"NAHA"	26.217	127.667	1922.444	11	7	3	1	17	11	12	12	0.6		2	60													
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"RUSSIA"	"KAMCHATKA"	"PETROPAVLOVSK, KAMCHATKA"	53.01667	158.65	2060.043									0.15		2														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"FIJI"		"LAUTOKA"	-17.6	177.433	7189.666	11	15	44	9	57	11	19	5	0.29		2	48													
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"USA"	"WA"	"WESTPORT, WA"	46.908	-124.11	7266.961	11	15	44	9	57	11	19	32	0.46		2														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"INDONESIA"	"WEST PAPUA"	"RAJA AMPAT"	-0.5	130.516667	4464.441									0.47		2														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"CHILE"	"CONCEPCION"	"TALCAHUANO"	-36.6953	-73.1063	16901.154	12	4	44	22	57	12	6	44	2.09		2	46													
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"CHILE"	"COPIAPO"	"CALDERA"	-27.0644	-70.8247	16692.839	12	3	31	21	44	12	5	44	2.14		2	20													
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"ECUADOR"	"GALAPAGOS ISLANDS"	"BALTRA ISLAND"	-0.433	-90.283	13212.902	11	23	24	17	37	12	0	7	0.86		2	32													
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"AUSTRALIA"		"PORT KEMBLA"	-34.4738	150.9119	8104.828	11	19	48	14	1	12	1	20	0.36		2	30													
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"CHILE"	"ANTOFAGASTA"	"ANTOFAGASTA"	-23.65	-70.404	16521.677	12	3	20	21	33	12	9	4	0.96		2	34													
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"FIJI"		"SUVA, KING'S WHARF"	-18.1342	178.4236	7293.678	11	15	31	9	44	11	17	9	0.21		2	34													
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"NEW ZEALAND"	"WELLINGTON"	"WELLINGTON"	-41.2846	174.7791	9407.512	11	21	43	15	56	12	7	44	0.17		2	20													
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"USA"	"AK"	"D21414 BPR, NORTHWEST PACIFIC OCEAN"	48.942	178.27	3093.883	11	9	13	3	26	11	9	27	0.27		3	24													
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"SAMOA"		"D51425 BPR, 370 NM NW OF APIA"	-9.493	-176.245	6813.705	11	13	48	8	1	11	14	22	0.14		3	26													
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"USA"	"CA"	"D46411 BPR, NW OF SAN FRANCISCO, CA"	39.34	-127.007	7498.822	11	14	53	9	6	11	14	53	0.19		3	20													
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"AOMORI"	"MISAWA"	40.6836	141.3597	278.909											1										1				
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"CHIBA"	"BOSO"	34.9	139.85	439.3									0.75		2														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"USA"	"WA"	"FRIDAY HARBOR, WA"	48.547	-123.007	7246.211									0.1		2														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"USA"	"CA"	"MARE ISLAND, CA"	38.07	-122.25	7922.521									0.07		2														
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"FUKUSHIMA"	"OKUMA TOWN"	37.4044	140.9865	157.109											1			84	2	1	1								
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"FUKUSHIMA"	"SHINCHI TOWN"	37.8763	140.9196	135.703											1			109	2	1	1								
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"JAPAN"	"IWATE"	"HIRONO TOWN"	40.4088	141.7186	241.124											1										1				
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"NEW ZEALAND"		"MARSDEN POINT"	-35.842	174.5	8850.187	11	18	40	12	53	11	22	40	0.34		2	30													
	2011	3	11	5	46	24.1	4	1	5413	9.1			"n"	"NEW ZEALAND"		"KAINGAROA, CHATHAM ISLAND"	-43.7315	-176.733	9975.168	11	19	35	13	49	11	22	0	0.78		2	11													
